 Program: FIND Thu Jul 21 12:40:42 2022

 Threshold above background:   50.0
 Approximate FWHM:      3.50000
 Sharpness Limits: Low  0.20  High  1.00
 Roundness Limits: Low -1.00  High  1.00

 No of sources above threshold  5748
 No. of sources rejected by SHARPNESS criteria     439
 No. of sources rejected by ROUNDNESS criteria     760
 No. of sources rejected by CENTROID  criteria       7

             STAR       X       Y     FLUX     SHARP    ROUND
             3893  926.37  848.04     53.4     0.22    -0.28
             3894   49.45  848.87     68.8     0.43     0.55
             3895  376.03  849.06     81.4     0.39     0.44
             3896  534.77  848.84   1020.7     0.40     0.16
             3897  963.40  848.82     71.2     0.38     0.41
             3898  131.33  850.47   3747.1     0.46    -0.21
             3899  154.87  850.03    181.0     0.39     0.02
             3900  288.67  849.92    109.4     0.62    -0.11
             3901  565.87  850.61     58.2     0.34     0.64
             3902  686.85  850.40   2499.6     0.44     0.22
             3903  895.75  850.38   1577.9     0.41     0.07
             3904  666.78  851.82     61.5     0.45    -0.89
             3905  886.12  851.02     80.7     0.52     0.25
             3906  849.06  851.78   2456.4     0.39     0.22
             3907  940.24  852.95     71.0     0.35     0.73
             3908  966.91  853.62    624.6     0.41     0.21
             3909  369.70  854.43     69.1     0.65     0.19
             3910  496.94  854.29    299.2     0.47     0.19
             3911  753.02  854.31     89.4     0.46     0.21
             3912   16.36  856.14    210.6     0.43    -0.16
             3913   98.91  856.01     72.9     0.49    -0.18
             3914  460.73  857.30     58.4     0.41     0.49
             3915  960.82  856.12    130.1     0.41     0.04
             3916  260.86  857.42    101.7     0.44     0.16
             3917  420.79  857.08   5827.4     0.43     0.04
             3918  515.81  857.71    128.9     0.41     0.50
             3919  566.22  857.49     66.5     0.45     0.22
             3920  616.56  857.13    865.0     0.40     0.06
             3921  207.97  858.24    676.2     0.45    -0.12
             3922  429.01  858.30     93.6     0.38    -0.34
             3923  949.32  858.48    280.2     0.41     0.10
             3924  299.45  858.85     62.1     0.35    -0.10
             3925  400.09  859.00     50.3     0.49    -0.22
             3926  625.33  859.16     56.0     0.36    -0.22
             3927  853.18  858.98    171.3     0.39     0.32
             3928  369.67  859.95    172.4     0.35     0.24
             3929  126.40  861.27     50.5     0.46    -0.30
             3930  168.26  861.60     52.7     0.50     0.03
             3931  460.92  861.05    276.8     0.41     0.14
             3932  699.28  861.04    100.5     0.34     0.33
             3933  735.77  861.46    118.9     0.44     0.05
             3934    7.65  862.39    175.7     0.46    -0.14
             3935  105.77  862.24   2916.1     0.42    -0.13
             3936  481.87  862.09     73.8     0.41    -0.57
             3937  572.35  862.17     54.3     0.46     0.41
             3938  681.95  862.12     61.7     0.29     0.67
             3939  739.66  862.93     63.7     0.40    -0.04
             3940  837.04  863.56     50.6     0.57     0.32
             3941  214.50  864.51    153.0     0.48    -0.08
             3942  303.49  864.08    849.0     0.44    -0.04
             3943  342.55  863.97    324.2     0.43    -0.20
             3944  450.82  864.21    279.0     0.48     0.02
             3945  616.77  864.43     57.6     0.61     0.37
             3946  716.28  864.24    159.4     0.41     0.05
             3947  223.92  865.19     57.3     0.41     0.73
             3948  288.42  865.27     89.6     0.49     0.15
             3949  505.00  865.46    139.5     0.43     0.22
             3950  586.82  865.35     59.5     0.51     0.01
             3951  841.07  865.34     50.4     0.55    -0.18
             3952  180.46  866.29    112.2     0.45     0.08
             3953  375.40  866.36     57.9     0.72    -0.01
             3954  490.84  866.36    140.2     0.53     0.03
             3955  594.11  865.87    162.6     0.37     0.13
             3956  156.52  867.25    517.9     0.47    -0.09
             3957  407.40  867.09    160.2     0.36    -0.22
             3958  269.49  867.76    164.6     0.42    -0.09
             3959  430.22  868.50     67.8     0.43     0.77
             3960  561.52  867.66     62.7     0.32     0.33
             3961  938.13  867.95    158.4     0.39     0.20
             3962  968.11  868.24     53.9     0.63    -0.45
             3963  444.58  868.92    132.9     0.37     0.43
             3964  696.98  869.64    106.8     0.37     0.57
             3965  894.78  869.05    542.2     0.41     0.05
             3966  412.99  870.06     61.6     0.38    -0.15
             3967    6.92  870.67     53.8     0.46     0.78
             3968   84.52  870.67    155.0     0.35     0.26
             3969  208.70  871.42     50.6     0.25    -0.16
             3970  275.57  871.39     79.9     0.53     0.02
             3971  458.68  870.59     57.5     0.46     0.29
             3972  838.97  871.32    220.0     0.40     0.20
             3973  848.07  870.86     93.8     0.36     0.48
             3974   52.38  872.17     57.2     0.31    -0.62
             3975  133.93  872.42     55.1     0.41    -0.05
             3976  498.76  872.44    682.4     0.45     0.12
             3977  547.86  872.62     90.2     0.36     0.30
             3978  596.64  872.37    359.3     0.43     0.10
             3979  700.88  871.73     76.4     0.39     0.36
             3980  973.12  871.92     69.8     0.38     0.09
             3981  999.95  872.14    295.0     0.39    -0.06
             3982   41.18  872.88   5710.2     0.39    -0.28
             3983  492.98  872.99    160.9     0.46    -0.20
             3984  745.49  873.68     50.4     0.41    -0.75
             3985  613.18  874.47    227.5     0.38     0.17
             3986  810.08  874.34     62.3     0.45     0.36
             3987  948.02  874.45    107.9     0.40     0.30
             3988   30.08  874.25     50.9     0.21     0.04
             3989   96.08  874.64     52.8     0.43    -0.32
             3990  773.10  875.31     61.0     0.46     0.15
             3991  858.32  875.95     96.0     0.40     0.35
             3992  292.37  875.88    416.9     0.42    -0.09
             3993  316.63  876.38    141.5     0.46    -0.09
             3994  835.97  876.22    341.6     0.42     0.12
             3995  327.68  877.13    127.0     0.47     0.07
             3996  422.37  877.16     54.5     0.22    -0.65
             3997  462.55  876.74    162.6     0.38     0.17
             3998  346.81  878.00     51.5     0.36    -0.18
             3999  375.76  877.41     54.0     0.28     0.67
             4000  107.55  878.98     86.7     0.43     0.00
             4001  407.08  879.28     64.8     0.47    -0.05
             4002  784.71  879.43    217.7     0.45     0.09
             4003  153.39  880.16     53.3     0.27     0.49
             4004  805.17  880.50     84.2     0.34     0.11
             4005  251.99  881.38     72.1     0.49     0.38
             4006  283.05  881.40     71.8     0.37    -0.16
             4007  303.76  880.84   2773.5     0.40     0.09
             4008  331.56  882.96     61.6     0.35     0.49
             4009  382.93  882.52     77.7     0.37     0.14
             4010  704.31  882.62    374.5     0.43     0.28
             4011  713.13  882.36    175.6     0.41     0.60
             4012  201.87  882.97     50.5     0.67    -0.28
             4013  545.15  883.04     52.7     0.35     0.33
             4014  881.03  883.12    325.8     0.40     0.17
             4015  924.19  882.97     76.6     0.42     0.06
             4016  330.38  883.24     58.7     0.62    -0.28
             4017  421.56  883.94     86.4     0.47     0.18
             4018  454.17  884.03     54.8     0.27     0.60
             4019  780.64  884.41     53.8     0.36     0.17
             4020  789.77  883.66     55.1     0.21     0.64
             4021  857.14  884.48    214.1     0.44     0.17
             4022  972.91  883.90    480.3     0.39     0.03
             4023  361.82  885.52     97.3     0.52     0.07
             4024  398.02  884.35     77.3     0.51     0.94
             4025  439.58  885.08    191.8     0.38    -0.10
             4026  538.13  885.52    249.8     0.42     0.21
             4027  910.02  885.44    153.0     0.45     0.18
             4028  246.78  885.84    753.6     0.39     0.11
             4029  693.95  886.24     73.3     0.36     0.64
             4030  720.33  886.08    173.0     0.39    -0.05
             4031  269.66  887.60     64.1     0.45     0.37
             4032  383.84  886.82     66.9     0.34     0.50
             4033  413.65  887.45  16112.6     0.47     0.07
             4034  425.98  887.30     95.2     0.50     0.07
             4035  526.81  887.89     59.5     0.42     0.67
             4036  583.76  886.81    621.7     0.40     0.14
             4037  475.29  888.11    102.8     0.47    -0.05
             4038  184.70  889.01    168.4     0.41    -0.08
             4039  366.01  889.06    105.3     0.32     0.03
             4040  392.13  889.46     55.8     0.41    -0.90
             4041  706.98  889.42   3028.9     0.44     0.27
             4042  832.81  889.23    199.3     0.35     0.09
             4043   15.54  890.35     62.4     0.40     0.14
             4044  549.70  890.08    215.3     0.47     0.02
             4045  805.25  890.25     54.9     0.24     0.58
             4046  335.93  890.99     96.8     0.42     0.01
             4047  380.25  891.27     60.5     0.41    -0.53
             4048  432.11  891.01   2010.9     0.38     0.04
             4049  731.59  891.52    122.1     0.44    -0.06
             4050  903.26  890.94     61.2     0.37     0.32
             4051   81.21  892.41    176.2     0.44    -0.34
             4052  113.32  892.52     74.3     0.40    -0.12
             4053  271.70  892.27    121.9     0.41    -0.23
             4054  533.77  892.14     96.3     0.46     0.15
             4055  980.23  892.41   3165.4     0.44     0.10
             4056   92.32  893.51     60.0     0.21     0.49
             4057  213.55  893.50    595.4     0.47     0.01
             4058  653.20  892.99    171.3     0.35     0.20
             4059  755.94  892.63     59.0     0.24    -0.15
             4060  277.54  894.49     64.7     0.40     0.14
             4061  436.51  894.17    694.4     0.45    -0.12
             4062  541.96  894.43     71.6     0.24    -0.09
             4063  592.94  894.72    163.7     0.36     0.25
             4064  644.26  894.04     86.2     0.29    -0.15
             4065  713.45  894.08    104.9     0.53    -0.03
             4066  777.07  894.23    146.0     0.39    -0.12
             4067  927.15  894.41    165.9     0.46     0.05
             4068  947.47  893.81     61.7     0.54     0.45
             4069  815.98  895.22   3987.2     0.42     0.18
